id,text,label_l1,label_l2,scenario,source,complexity
1746,Сколько стоит чистку!,faq,price,faq_flow,augmented,simple
1747,Что будут делать...,faq,procedure,faq_flow,augmented,simple
1748,"Скажите, долго джал в очереди",negative_feedback,service_issue,escalation_flow,augmented,complex
1749,Какие материалыи спользуете 😢,faq,procedure,faq_flow,augmented,simple
1750,ждал давно спасибо,negative_feedback,service_issue,escalation_flow,augmented,simple
1751,"Подскажите, не смогу прийти, форс-мажор",booking,cancel,booking_flow,augmented,complex
1752,"Спасибо, всё понятно пожалуйста",conversational,gratitude,conversation_flow,augmented,complex
1753,Есть экСтренный приём 👍,booking,new_appointment,booking_flow,augmented,simple
1754,Записал?,conversational,confirmation,conversation_flow,augmented,simple
1755,Почём пломбирование?!,faq,price,faq_flow,augmented,simple
1756,Это правда необходимо!!,faq,followup,faq_flow,augmented,simple
1757,Язвочки на слизистой...,anamnesis,complaint,anamnesis_flow,augmented,simple
1758,Здравстувйте!,conversational,greeting,conversation_flow,augmented,simple
1759,МОЖНО ПЕРЕНЕСТИ НА ВОСКРЕСЕНЬЕ,booking,reschedule,booking_flow,augmented,simple
1760,Наверное пожалуйста,conversational,unclear,clarification_flow,augmented,simple
1761,Принимаете ДМС?,faq,clinic_info,faq_flow,variation,simple
1762,Сколько нельзя есть после чистку 😊,faq,visit_prep,faq_flow,augmented,medium
1763,Что вы рекомендуете 🦷,faq,followup,faq_flow,augmented,simple
1764,Есть акции спасибо,faq,price,faq_flow,augmented,simple
1765,Ждал со вчера спасибо,negative_feedback,service_issue,escalation_flow,augmented,simple
1766,Как подготовиться к КТ заранее спасибо,faq,visit_prep,faq_flow,augmented,medium
1767,у меня шатается зуб?,anamnesis,complaint,anamnesis_flow,augmented,simple
1768,"Привет, запись к челюстно-лицевому хирургу на пятницу пожалуйста",booking,new_appointment,booking_flow,augmented,complex
1769,"Привет, возможно пожалуйста",conversational,unclear,clarification_flow,augmented,complex
1770,"Скажите, до скорого заранее спасибо",conversational,farewell,conversation_flow,augmented,complex
1771,Это безобразие 😢 🦷,negative_feedback,general,escalation_flow,augmented,simple
1772,"Привет, долго оформляли документы",negative_feedback,service_issue,escalation_flow,augmented,complex
1773,А чтоб удет если?,faq,followup,faq_flow,augmented,simple
1774,"Привет, как проходит пломбирование?",faq,procedure,faq_flow,augmented,complex
1775,Интересует осмотр 😢,anamnesis,services,anamnesis_flow,augmented,simple
1776,Что лучше выбрать пожалуйста?!,faq,procedure,faq_flow,augmented,simple
1777,"Подскажите, невежливо ответили 👍",negative_feedback,staff,escalation_flow,augmented,complex
1778,Невежливо отвеитли!,negative_feedback,staff,escalation_flow,augmented,simple
1779,Всего доброго...,conversational,farewell,conversation_flow,augmented,simple
1780,"Спасиоб, до свидания",conversational,gratitude,conversation_flow,augmented,complex
1781,Какие матераилы используете?,faq,procedure,faq_flow,augmented,simple
1782,МНЕ НЕ ПЕРЕЗВОНИЛИ ДЕНЬ?,negative_feedback,service_issue,escalation_flow,augmented,simple
1783,Доброе утро заранее спасибо,conversational,greeting,conversation_flow,augmented,simple
1784,Перенесите на пятницу спасибо,booking,reschedule,booking_flow,augmented,simple
1785,Что нельзя после пломбирование?,faq,visit_prep,faq_flow,variation,simple
1786,Спасибо большое спасибо заранее спасибо,conversational,gratitude,conversation_flow,augmented,simple
1787,После коронку у Козловой стало хуже?,negative_feedback,quality,escalation_flow,augmented,medium
1788,"Скажите, перенесите на вторник",booking,reschedule,booking_flow,augmented,complex
1789,После пломбирование у Морозовой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
1790,Запись к детскому стоматологу на среду спасибо,booking,new_appointment,booking_flow,augmented,medium
1791,Интересует лечение каналов 😢,anamnesis,services,anamnesis_flow,augmented,simple
1792,Очень благоадрен,conversational,gratitude,conversation_flow,augmented,simple
1793,Сколько стиот консультацию?,faq,price,faq_flow,augmented,simple
1794,На десне появилась шишка 👍,anamnesis,symptom,anamnesis_flow,augmented,simple
1795,сайт не работает 👍,negative_feedback,service_issue,escalation_flow,augmented,simple
1796,"Добрый день, прождал час",negative_feedback,service_issue,escalation_flow,augmented,complex
1797,"Привет, врач Морозовой не объяснил",negative_feedback,staff,escalation_flow,augmented,complex
1798,Это безобразие!!,negative_feedback,general,escalation_flow,augmented,simple
1799,Сколько нельзя заниматься спортом после удаление,faq,visit_prep,faq_flow,augmented,medium
1800,Как проходитп рофгигиену?,faq,procedure,faq_flow,augmented,simple
1801,"Здравствуйте, хорошего дня",conversational,farewell,conversation_flow,augmented,complex
1802,"Здравствуйте, отмените запись, уезжаю пожалуйста",booking,cancel,booking_flow,augmented,complex
1803,"Подскажите, долго ждал в очереди",negative_feedback,service_issue,escalation_flow,augmented,complex
1804,Нужно изменить дату приёма,booking,reschedule,booking_flow,template,simple
1805,Врач Новикова не объяснил 😢,negative_feedback,staff,escalation_flow,augmented,simple
1806,После чистку у Иванова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
1807,верхний зуб периодически болит,anamnesis,symptom,anamnesis_flow,variation,simple
1808,"Привет, есть 3D-томограф?!",faq,clinic_info,faq_flow,augmented,complex
1809,Здрасте заранее спасибо,conversational,greeting,conversation_flow,augmented,simple
1810,Сидроова был груб,negative_feedback,staff,escalation_flow,augmented,simple
1811,После коронку у Лебедевой стало хуже 😊,negative_feedback,quality,escalation_flow,augmented,medium
1812,"Привет, прикусил язык",anamnesis,complaint,anamnesis_flow,augmented,complex
1813,Врач Лебедевой не объяснил 🙏,negative_feedback,staff,escalation_flow,augmented,simple
1814,Сколько нельзя пить после лечение каналов?,faq,visit_prep,faq_flow,variation,medium
1815,Верните деньги.,negative_feedback,general,escalation_flow,augmented,simple
1816,Подскажите подробнее 😢 заранее спасибо,faq,followup,faq_flow,augmented,simple
1817,После профгигиену у Лебедевой стало хуже 🙏,negative_feedback,quality,escalation_flow,augmented,medium
1818,Благодарю вас спасибо...,conversational,gratitude,conversation_flow,augmented,simple
